[Plate: ]
Time [s]: 0
   66828	   68321	   72799	   73557	   64162	   70067	   53388	   55002	   73616	   77634	   61446	   61481
   73863	  132091	  126031	  131230	   98192	  109011	  109984	  100823	  112234	   93503	   94981	   69078
   67969	  110089	  127373	  139483	  129737	  129113	  133059	  141975	  133030	  132707	  129030	   69568
   69675	   94941	  112584	  124057	  109970	  102971	  123902	  127303	  142407	  145084	  110383	   67883
   95466	  138935	  108867	  112874	  140742	  119005	  121785	  119036	  124606	  126174	   98481	   73084
   84335	  111249	  110184	  135750	  100682	  111659	  111413	  122128	  120821	  123304	  129672	   77816
   97316	  109910	  102878	  127460	  128378	  102923	  132459	  120465	  120533	  113964	   96934	   69690
   75868	   86819	   87307	   96206	   83072	  121509	  108005	  104759	   84281	   94207	   97523	   81204

Time [s]: 120
   82389	   75394	  107794	  102197	   73947	   76957	   64687	   69054	   99705	   83218	   65997	   71967
   82591	  115463	  117764	  115044	   85618	  102198	  105392	   85596	  101649	   90130	   94101	   71090
   82369	  103266	  116875	  125300	  110181	  114695	  110959	  123311	  117293	  117617	  108167	   76678
   82505	   88549	   99938	  104348	  109159	   95288	  113989	  109425	  116885	  118412	  100699	   78228
   94543	  129277	  103285	  100743	  114461	  101906	  116727	  112977	  110906	  113274	   94614	   71904
   90792	  110545	  100340	  122378	   95969	   96548	  108133	  106773	  106537	  109242	  112625	   78729
  102660	  103071	   98363	  110506	  113478	   96239	  115640	  114010	  105185	  103628	   93159	   71115
   85598	   82861	   89881	   95944	   80749	  110885	   97982	   91796	   80324	   87449	   97395	   83556

Time [s]: 240
   84247	   79622	  107854	  103365	   75713	   84706	   60927	   68979	   96107	   85537	   66549	   66646
   83193	  105428	  113683	  112124	   82005	   99824	   96043	   88837	   93602	   87752	   92200	   68456
   80170	   97851	  118459	  118911	   99177	  111187	  107426	  115863	  108818	  110821	  108231	   74388
   84145	   86173	   95908	  106422	  100224	   97232	  102405	  106512	  115003	  117444	   98151	   73702
   88097	  119154	  102669	   97764	  107700	  102131	  107779	  106109	  106287	  108206	   96909	   73510
   91916	  102860	   92946	  112555	   90350	   98300	  109670	  108713	  104640	  101982	  111644	   78581
  102281	  100827	   91031	  106526	  108232	   97620	  106042	  105227	  101190	  105000	   89761	   72759
   81478	   91458	   87534	   96915	   85154	  106763	  104710	   93436	   83456	   86038	   95576	   77226

Time [s]: 360
   85300	   79367	  104962	  106632	   76577	   84082	   65970	   78397	   96948	   84413	   64638	   65048
   81615	  109052	  111045	  112967	   80609	   99337	   99890	   90010	   96136	   85449	   87229	   69278
   78779	   88537	  113859	  118838	  101573	  115351	  106391	  110098	  113740	  110424	  106126	   81938
   86072	   85248	   96166	   95870	  100998	   95167	   98886	  106032	  109267	  114521	   93345	   79469
   85637	  118884	   99583	   97436	  100902	  101495	  109964	  105107	  105791	  106954	   94827	   76169
   91898	  103578	   91343	  107008	   88565	   99267	   99969	  107653	  103773	  100939	  102521	   74486
   96830	   94005	   89821	  105917	  107649	   93631	  104597	  108528	   97809	  104118	   89340	   73556
   86276	   91983	   94087	   91739	   83493	  106641	  102133	   94143	   81782	   88058	   94635	   81044

Time [s]: 480
   83427	   78978	  114586	  103124	   76123	   84258	   62879	   74378	   93714	   86924	   65078	   64857
   82620	  105256	  104445	  105715	   83714	   95533	   95518	   88110	   95794	   83135	   88520	   67635
   81255	   94278	  107148	  118499	   93862	  112428	  106624	  106223	  109928	  110931	  104474	   79640
   81697	   85783	   97613	   95936	   97905	   95853	  100710	  105035	  110715	  116304	   96141	   73423
