[Plate: ]
Time [s]: 0
  161592	  157174	  158987	  158628	  155721	  162525	  165521	  165997	  153995	  144564	  150850	  146719
  156009	  159187	  166413	  172654	  171612	  178905	  156380	  165635	  168467	  164776	  164032	  141511
  162761	  160900	  166281	  150460	  171724	  153488	  170139	  164450	  159277	  210803	  163678	  167446
  151426	  159567	  162564	  175944	  170619	  165752	  166075	  172526	  166122	  160343	  158311	  160665
  153759	  150131	  164748	  172069	  151574	  172422	  164517	  162068	  168050	  167450	  155461	  157142
  149323	  163233	  169678	  167598	  167025	  165161	  162981	  165439	  170993	  174598	  158374	  175241
  167091	  167639	  156974	  157245	  182293	  171939	  173526	  169828	  169529	  161923	  186698	  162836
  171352	  160934	  166625	  163435	  169639	  203518	  187153	  174120	  173633	  179816	  168470	  168850

Time [s]: 120
  154758	  158011	  167980	  153129	  159101	  162581	  169013	  156231	  165889	  146783	  156064	  149088
  150054	  153522	  158813	  171494	  157218	  167942	  159189	  159998	  162070	  157203	  152665	  148133
  163484	  166702	  159565	  147159	  151779	  161602	  171385	  171674	  161387	  191441	  156450	  153589
  151172	  152427	  161163	  159425	  159643	  168100	  161825	  160027	  154949	  154276	  157971	  156940
  153131	  141807	  157817	  168381	  165272	  170781	  162100	  160831	  160269	  159038	  154905	  165492
  148463	  157583	  174014	  169136	  177968	  166501	  163706	  166261	  160980	  163894	  160317	  160831
  168568	  165901	  157884	  167278	  161869	  165940	  168965	  176848	  169519	  160931	  171434	  155040
  150840	  156816	  148839	  157550	  157013	  155881	  178290	  160216	  175955	  169192	  157822	  160394

Time [s]: 240
  142649	  160034	  169895	  169543	  153052	  158585	  173934	  154340	  153277	  162444	  164699	  152816
  144089	  161399	  150893	  157123	  159924	  155248	  151529	  157248	  158470	  166300	  141979	  144577
  146469	  153276	  158753	  147532	  147418	  158394	  152995	  161694	  156574	  190310	  158999	  158844
  159729	  155403	  162357	  162735	  162008	  165050	  162214	  154286	  156254	  147617	  146890	  154341
  156903	  135992	  167093	  163436	  165211	  161200	  156032	  168984	  150668	  158984	  160085	  163318
  138211	  148471	  157926	  146644	  157154	  156299	  159291	  163036	  152496	  160820	  148124	  159785
  150283	  146118	  153479	  165565	  166135	  152390	  159273	  161155	  163794	  160796	  170150	  154686
  164555	  156625	  154766	  166693	  154550	  165410	  157771	  164230	  170770	  157267	  160242	  160721

Time [s]: 360
  145980	  151854	  156708	  157642	  150144	  148453	  167713	  155095	  156424	  149433	  163433	  150366
  151052	  144428	  147942	  155806	  162507	  167177	  155183	  159092	  159182	  158190	  146843	  138220
  144038	  155752	  148012	  137110	  152290	  156107	  159959	  163984	  156623	  187875	  157214	  155263
  156256	  150830	  152964	  151697	  163684	  148924	  168517	  163295	  161267	  155230	  146469	  162944
  148887	  137699	  168770	  159884	  155755	  158921	  150899	  155966	  147251	  156282	  145956	  153140
  139450	  155480	  145308	  146016	  160277	  163229	  153988	  162261	  152981	  160632	  145951	  157976
  155933	  145644	  139489	  160453	  166781	  155622	  149478	  157465	  152346	  158102	  162632	  148503
  146775	  161895	  148376	  163241	  155673	  160815	  159292	  157587	  149678	  154043	  150851	  147870

Time [s]: 480
  144524	  154152	  168080	  168612	  144946	  150992	  166239	  157497	  156147	  155845	  146125	  136572
  150223	  149129	  158468	  150525	  157875	  165139	  153734	  155905	  157001	  150960	  162909	  147057
  153310	  147610	  145634	  144704	  146242	  150148	  157333	  157997	  171362	  184673	  153374	  150025
  151815	  152205	  149132	  156022	  155875	  160361	  155699	  164136	  156214	  147526	  151097	  147309
  148263	  140703	  159586	  151739	  156525	  155641	  149148	  147040	  156457	  149181	  149437	  149703
  141233	  150947	  160762	  135399	  158006	  152703	  150477	  153310	  159403	  150797	  149046	  155923
  154175	  140760	  135873	  149428	  166650	  153920	  155603	  155055	  158390	  158344	  159190	  149599
  148487	  155528	  151004	  153130	  159930	  155304	  159925	  154689	  163115	  154096	  144825	  153853

Time [s]: 600
  142594	  150687	  162135	  156834	  158137	  148934	  164030	  148969	  152525	  154889	  150568	  150878
  147273	  154053	  152257	  166609	  157532	  164991	  150712	  156522	  154197	  160459	  144870	  131708
  149005	  138476	  150553	  134954	  155564	  154154	  153130	  158141	  162932	  182700	  151121	  152635
  140401	  144339	  157045	  152540	  158269	  157308	  152444	  163256	  161083	  150046	  150128	  143236
  145704	  136457	  148648	  148201	  145407	  146486	  155665	  154616	  151724	  140733	  140083	  150540
  135666	  135619	  156595	  142286	  157098	  153252	  158698	  144596	  154332	  154776	  150124	  146125
  154202	  141564	  146652	  144486	  153246	  152446	  151734	  159162	  158254	  154628	  147450	  141248
  154877	  144972	  144792	  144259	  157127	  146502	  152696	  147243	  154568	  154704	  153581	  150998

Time [s]: 720
  149993	  145871	  162270	  147317	  146424	  153955	  166142	  154806	  165979	  143749	  149615	  150721
  151952	  148504	  153996	  160396	  159070	  162902	  151016	  156971	  150657	  147443	  148568	  141505
  143824	  148180	  147199	  131636	  149265	  147178	  167940	  152896	  157675	  178299	  153430	  151565
  148830	  147542	  147995	  155789	  146182	  151049	  151652	  155025	  142976	  155798	  138848	  152894
  146851	  129903	  144302	  140699	  155861	  153778	  148015	  144942	  149831	  150043	  134628	  141749
  133818	  144776	  162095	  146967	  152914	  154203	  159315	  149163	  152272	  149297	  140612	  150745
  148597	  139758	  150666	  147433	  141750	  148670	  141052	  145308	  142142	  145745	  148230	  141986
  139842	  141724	  147935	  149742	  142960	  145948	  152827	  148221	  155050	  159859	  151061	  147194

Time [s]: 840
  151444	  157279	  159230	  153547	  150464	  150962	  163471	  161359	  156536	  150311	  140047	  144192
  149969	  151594	  151649	  162321	  155852	  161998	  156468	  167007	  164044	  146114	  143917	  130268
  142583	  150227	  149825	  131465	  152205	  155717	  152888	  164648	  162233	  181233	  150094	  140751
  145446	  148709	  148597	  142520	  145137	  152053	  152446	  161031	  144402	  145230	  144105	  148553
  138329	  133210	  144871	  146863	  147381	  148837	  156271	  150376	  155907	  147582	  138736	  143641
  130650	  137222	  148478	  136393	  149561	  156464	  146409	  136830	  140390	  151674	  144228	  139206
  148005	  139370	  146337	  145681	  143293	  149422	  144990	  152477	  147630	  149155	  146703	  138979
  144500	  140387	  150346	  146581	  148228	  145935	  151039	  150611	  151225	  147475	  149097	  151099

Time [s]: 960
  143283	  151890	  154001	  158084	  150541	  155480	  163076	  151963	  157724	  159335	  153615	  146267
  151134	  144662	  148309	  152035	  160060	  162839	  159715	  155766	  154889	  151323	  147459	  135757
  147239	  153842	  139009	  131306	  148383	  151612	  163378	  142362	  156488	  190625	  146214	  154925
  139744	  151204	  156089	  155331	  153097	  157722	  151705	  155913	  166687	  152119	  144975	  144233
  140801	  139047	  152770	  150195	  145999	  154639	  156092	  147822	  141561	  148021	  135306	  155520
  132777	  147691	  158684	  136014	  149197	  144919	  151098	  149854	  160791	  158140	  142985	  145906
  145543	  141692	  147486	  142997	  145099	  149744	  141192	  156091	  154846	  149772	  147115	  136117
  145559	  139393	  138214	  148350	  144092	  150933	  152158	  152098	  149039	  155096	  152032	  148712

Time [s]: 1080
  144221	  153674	  158535	  153906	  154156	  148946	  174314	  159663	  156020	  146213	  142610	  145563
  156438	  143059	  151111	  155675	  149156	  171295	  147934	  148765	  161181	  149100	  144652	  130666
  148089	  155853	  142659	  135656	  139338	  149431	  165605	  154454	  155816	  197815	  148188	  144571
  150827	  149045	  156646	  158707	  153460	  158737	  151663	  148878	  148871	  148591	  143495	  149694
  141508	  138500	  149441	  152158	  146985	  144508	  153810	  157000	  152946	  149655	  145373	  148521
  134849	  143698	  152378	  133442	  154413	  147165	  149609	  143861	  146784	  146446	  142952	  151590
  139518	  137881	  143797	  150677	  149576	  153968	  138149	  148367	  158673	  148596	  146056	  147310
  143424	  149195	  146274	  144374	  162605	  140209	  148150	  153985	  149836	  152274	  148590	  150199

Time [s]: 1200
  141153	  154817	  163307	  159360	  157718	  156096	  153996	  160038	  151068	  150890	  158565	  147071
  143976	  162226	  143785	  163759	  154391	  168871	  152310	  156660	  159953	  155657	  148428	  139860
  149401	  145976	  143801	  133059	  149037	  150703	  161053	  159021	  164865	  184862	  160286	  145945
  147916	  147400	  153874	  146188	  142252	  160711	  156583	  163364	  155307	  151688	  144837	  150499
  147318	  144168	  153785	  150655	  148888	  156266	  156018	  150718	  163348	  145620	  149132	  153405
  136401	  144698	  162570	  150713	  156718	  152462	  151747	  147942	  145415	  152598	  158040	  145426
  136217	  139828	  151477	  140275	  138204	  153513	  148352	  145417	  157667	  149488	  144240	  149263
  135947	  139899	  142180	  150296	  149473	  143120	  160950	  160345	  148375	  153348	  150258	  146098

Time [s]: 1320
  151526	  149014	  155679	  144170	  159852	  164017	  161758	  169765	  147548	  154316	  149101	  151040
  148927	  162200	  154680	  166308	  143336	  175454	  151327	  157829	  167871	  151554	  149081	  137852
  153883	  151806	  143509	  132045	  149862	  154874	  164977	  166242	  159369	  200154	  155649	  160097
  153567	  149005	  147703	  152852	  160443	  160126	  157576	  165838	  158401	  151389	  148909	  161938
  137775	  149098	  157093	  141890	  153635	  157528	  154397	  155167	  153235	  147285	  150989	  147331
  134342	  146321	  156507	  145693	  148959	  146715	  153061	  147224	  158483	  151785	  142199	  155249
  136068	  141340	  137933	  147941	  146505	  155482	  140756	  149703	  159675	  163276	  146968	  143264
  133059	  150123	  146448	  145664	  158616	  154283	  148424	  154605	  150037	  149762	  153669	  145555

Time [s]: 1440
  150824	  156340	  155932	  153405	  163430	  157386	  155049	  164252	  166253	  154298	  147180	  153980
  155584	  162987	  152787	  160190	  152832	  173435	  167890	  167143	  165881	  168626	  153953	  143413
  145267	  151421	  147019	  139589	  157176	  165666	  163485	  168926	  156491	  195168	  160512	  148506
  153836	  154009	  149720	  151686	  161149	  165749	  167009	  158188	  170469	  158281	  154378	  156653
  137074	  142337	  159847	  149781	  155945	  154614	  152126	  153596	  152300	  151964	  145001	  152356
  138884	  151605	  158111	  143016	  155238	  157741	  146665	  155506	  152676	  157815	  144671	  151109
  142835	  143944	  139221	  150860	  149419	  155394	  146101	  145871	  158793	  167858	  148462	  157564
  144647	  134758	  150182	  149433	  139412	  152705	  158188	  165908	  150436	  156237	  155669	  151247

Time [s]: 1560
  143547	  158749	  167232	  160817	  166533	  162941	  160008	  169259	  151713	  162770	  149630	  162471
  140924	  154731	  159278	  161949	  162712	  176837	  156030	  163991	  173073	  156262	  165771	  141650
  154546	  163804	  148085	  138964	  149641	  159494	  169472	  162871	  152125	  194928	  152179	  153066
  146981	  154417	  156461	  161785	  165287	  167379	  159820	  158949	  159767	  170745	  154673	  149947
  143074	  145146	  157839	  149286	  157414	  151700	  154924	  163534	  163712	  160880	  152288	  154529
  142088	  153591	  161777	  144647	  156360	  163668	  151055	  158932	  154253	  151495	  149578	  142590
  141281	  155180	  137237	  146739	  147454	  156914	  155422	  147199	  151831	  165035	  150902	  150138
  137695	  141224	  147343	  140635	  144682	  162820	  159024	  163311	  147745	  150569	  162180	  154037

Time [s]: 1680
  163871	  165170	  161122	  147562	  165879	  177849	  165399	  172231	  145218	  159550	  165347	  166294
  147359	  162445	  165484	  169079	  172158	  174246	  165855	  177210	  165009	  158297	  161944	  137592
  148198	  165790	  149858	  142296	  160145	  161739	  174795	  163738	  168370	  187897	  153503	  162978
  150450	  151538	  154786	  157478	  166600	  171316	  164065	  171881	  163766	  159733	  165044	  149411
  152169	  146050	  163454	  160716	  163682	  165636	  154996	  162116	  154308	  156522	  149685	  157134
  141525	  151077	  152765	  148954	  156672	  162237	  160071	  158450	  160062	  160875	  152421	  151132
  150107	  151419	  149941	  143831	  146458	  155254	  146586	  161982	  152999	  167241	  147591	  145272
  143482	  142465	  153566	  141552	  155507	  156319	  156303	  162760	  150498	  159353	  160272	  151364

Time [s]: 1800
