[Plate: ]
Time [s]: 0
  103203	  109825	  119268	  115653	  123352	  104994
  106141	  121932	  147472	  151671	  138897	  142523
  161430	  199805	  184640	  205836	  190281	  208656
  194351	  211723	      na	      na	      na	      na

Time [s]: 4380
  109012	  111947	  122202	  117438	  115275	  112864
  113258	  131868	  156113	  148119	  135670	  147366
  159468	  195654	  191316	  194996	  183880	  204543
  200005	  213841	      na	      na	      na	      na

Time [s]: 4440
  116375	  104961	  119758	  116229	  111031	  112156
  108657	  131767	  156349	  155116	  141839	  152195
  157930	  198236	  188585	  197436	  200052	  215081
  196828	  211317	      na	      na	      na	      na

Time [s]: 4500
  112201	  118939	  123271	  124281	  113090	  112687
  113227	  122339	  158867	  156788	  140371	  156403
  155316	  189204	  193713	  188101	  191716	  212638
  193273	  220220	      na	      na	      na	      na

Time [s]: 4560
  105272	  110641	  125426	  115281	  111697	  111609
  109848	  127815	  152345	  154741	  138562	  148075
  160365	  191992	  192122	  186330	  179498	  204001
  187426	  204664	      na	      na	      na	      na

Time [s]: 4620
  103683	  115648	  129470	  121873	  105028	  113646
  109951	  124798	  147414	  151035	  143121	  155024
  165933	  201106	  189113	  204135	  194085	  214195
  197619	  205182	      na	      na	      na	      na

Time [s]: 4680
  107474	  108186	  126398	  116958	  114323	  112562
  112059	  118602	  153607	  154910	  137975	  150997
  163323	  193997	  191758	  189216	  192287	  202985
  196467	  208310	      na	      na	      na	      na

Time [s]: 4740
  105047	  116600	  127205	  117177	  111919	  115319
  110107	  126044	  155596	  150343	  141838	  146973
  156794	  203352	  193101	  188824	  188728	  217020
  194876	  227064	      na	      na	      na	      na

Time [s]: 4800
  106636	  115963	  119255	  118933	  109998	  113136
  113618	  133291	  157930	  150774	  141086	  146955
  168269	  193834	  189304	  194419	  199173	  213102
  193694	  213731	      na	      na	      na	      na

Time [s]: 4860
  111020	  123110	  132879	  115348	  122536	  116709
  110047	  123994	  158452	  160896	  138777	  151742
  159316	  204772	  189168	  200110	  195772	  213413
  198165	  219937	      na	      na	      na	      na

Time [s]: 4920
  108062	  120593	  116546	  115062	  110823	  117595
  116475	  125646	  155334	  158034	  148934	  149604
  173325	  194400	  198558	  206317	  209444	  218219
  196404	  216272	      na	      na	      na	      na

Time [s]: 4980
  114628	  119205	  130868	  119305	  115891	  120549
  114043	  124700	  149153	  154901	  134358	  151051
  164281	  197745	  186029	  196217	  196396	  225515
  201756	  209649	      na	      na	      na	      na

Time [s]: 5040
  105949	  116143	  126062	  121026	  110775	  115671
  116323	  131717	  154800	  148428	  150180	  152005
  156531	  200256	  191955	  203329	  201779	  213074
  196884	  216821	      na	      na	      na	      na

Time [s]: 5100
  112630	  116055	  127460	  122953	  111717	  116801
  117146	  128024	  160768	  154795	  137318	  146048
  150846	  199728	  193409	  199578	  206612	  212969
  195758	  209812	      na	      na	      na	      na

Time [s]: 5160
  108945	  118225	  121689	  124463	  109841	  119505
  114441	  130554	  155551	  159009	  151989	  156362
  162358	  197713	  195292	  200714	  203612	  210212
  198397	  221564	      na	      na	      na	      na

Time [s]: 5220
  103997	  119743	  123604	  117078	  117217	  117052
  116026	  125411	  160247	  161602	  148059	  163241
  173589	  208636	  196076	  192121	  198440	  199446
  194369	  215765	      na	      na	      na	      na

Time [s]: 5280
  103267	  110511	  127534	  123530	  117145	  119117
  110692	  127457	  151705	  154491	  147181	  150829
  167117	  189477	  208500	  201644	  198859	  205787
  200683	  225204	      na	      na	      na	      na

Time [s]: 5340
  110977	  125327	  123586	  117315	  123803	  121926
  112413	  131157	  160496	  158403	  139261	  155962
  168600	  200671	  203180	  207770	  193842	  213191
  200980	  219130	      na	      na	      na	      na

Time [s]: 5400
  107073	  111414	  128227	  119214	  121868	  116240
  107567	  127249	  152724	  149814	  145269	  155506
  164187	  200659	  193526	  206360	  196815	  208472
  191300	  226120	      na	      na	      na	      na

Time [s]: 5460
  107920	  113998	  119478	  117356	  116588	  125319
  108011	  126978	  169972	  156614	  136877	  162447
  167979	  198564	  205553	  200098	  202927	  218403
  201201	  210899	      na	      na	      na	      na

Time [s]: 5520
  117296	  116409	  121988	  126620	  113206	  121109
  120483	  134220	  161768	  156472	  147448	  152176
  163732	  196026	  193321	  205654	  202144	  212272
  179647	  227461	      na	      na	      na	      na

Time [s]: 5580
  105432	  121770	  127162	  125509	  119577	  121950
  112698	  128521	  145263	  145259	  150064	  159234
  177178	  198954	  203997	  208566	  202342	  222592
  204351	  215062	      na	      na	      na	      na

Time [s]: 5640
  103674	  117850	  118972	  123232	  118641	  123546
  113696	  127785	  159380	  160726	  148346	  158586
  174909	  203147	  209122	  203391	  198089	  214611
  201028	  217049	      na	      na	      na	      na

Time [s]: 5700
  104197	  121763	  122069	  120369	  119761	  122580
  122880	  135135	  158081	  153956	  149216	  148686
  173346	  192458	  190740	  211454	  197336	  203826
  201363	  220718	      na	      na	      na	      na

Time [s]: 5760
  114687	  123725	  124891	  124535	  119478	  126481
  114906	  133824	  154980	  151587	  144609	  156837
  172085	  204621	  194020	  195736	  202476	  218418
  204429	  217808	      na	      na	      na	      na

Time [s]: 5820
  107500	  113141	  124364	  118953	  117804	  124987
  115114	  128774	  157764	  159459	  148991	  145744
  174479	  199508	  201236	  202276	  206789	  222323
  199651	  223573	      na	      na	      na	      na

Time [s]: 5880
  118040	  117428	  134588	  120893	  118550	  117183
  119402	  130074	  158415	  159889	  153109	  150252
  168117	  204226	  191607	  201220	  198700	  217231
  193319	  218289	      na	      na	      na	      na

Time [s]: 5940
  116073	  127028	  123055	  121687	  118605	  124701
  111833	  134293	  152323	  161815	  148555	  164739
  166344	  200476	  202510	  196507	  198278	  207695
  205772	  218191	      na	      na	      na	      na

Time [s]: 6000
  106118	  123777	  123871	  120367	  116147	  114535
  111967	  129288	  159593	  157272	  147577	  148924
  172821	  197594	  208588	  186669	  208034	  221732
  191073	  217127	      na	      na	      na	      na

Time [s]: 6060
  117759	  117058	  127342	  125772	  117292	  118427
  115174	  128150	  164817	  159772	  157345	  159396
  168711	  202936	  196110	  203241	  203360	  226453
  194621	  226102	      na	      na	      na	      na

Time [s]: 6120
  113987	  125637	  125143	  123819	  124426	  114977
  117791	  131355	  164888	  163727	  142067	  145235
  174822	  200333	  193440	  202727	  204273	  212068
  196558	  231164	      na	      na	      na	      na

Time [s]: 6180
  107158	  124046	  125551	  122013	  124508	  117576
  117147	  133206	  156732	  159381	  149543	  158578
  173758	  197279	  178368	  201647	  216213	  222402
  214279	  213941	      na	      na	      na	      na

Time [s]: 6240
  108556	  122832	  124013	  122168	  121739	  114323
  110098	  134879	  159662	  158681	  151270	  164577
  172067	  212944	  204465	  204346	  207499	  218880
  203393	  216749	      na	      na	      na	      na

Time [s]: 6300
  112159	  123089	  130783	  127111	  126765	  121667
  115522	  128186	  148205	  152823	  138200	  150529
  168779	  191852	  200900	  209280	  209396	  223924
  201507	  222785	      na	      na	      na	      na

Time [s]: 6360
  114566	  117600	  127231	  124133	  121618	  121105
  121636	  133790	  163511	  161522	  152575	  162878
  178189	  201843	  200855	  205961	  205428	  210520
  203667	  226504	      na	      na	      na	      na

Time [s]: 6420
  108336	  118510	  134681	  127801	  121853	  120256
  113576	  129649	  167728	  157192	  144454	  162922
  168384	  202667	  202413	  202403	  193557	  221150
  212651	  217662	      na	      na	      na	      na

Time [s]: 6480
  117827	  119188	  124619	  123034	  125062	  123090
  112987	  131440	  166564	  153642	  155930	  155855
  162196	  206432	  193457	  212132	  209933	  211114
  197931	  230693	      na	      na	      na	      na

Time [s]: 6540
  111881	  120198	  126555	  132762	  119410	  116057
  119647	  127685	  173408	  152177	  149800	  168556
  165935	  204538	  207900	  212164	  206590	  212023
  200715	  232124	      na	      na	      na	      na

Time [s]: 6600
  114680	  119550	  125881	  120082	  120386	  127772
  118329	  131281	  165244	  162076	  159548	  163500
  170076	  206902	  199728	  202337	  216159	  204022
  205282	  219810	      na	      na	      na	      na

Time [s]: 6660
  107419	  126223	  127791	  132526	  130552	  128446
  120831	  131035	  161863	  167487	  153368	  168648
  180988	  190353	  206328	  214193	  209656	  222034
  217117	  226974	      na	      na	      na	      na

Time [s]: 6720
  115673	  121985	  123113	  120707	  132197	  120079
  116729	  131180	  166174	  153883	  155960	  164560
  176287	  211007	  198052	  208513	  201289	  224849
  210650	  231070	      na	      na	      na	      na

Time [s]: 6780
  115342	  118163	  127202	  121514	  125041	  114409
  122073	  130645	  157619	  150438	  151335	  159401
  165160	  202367	  207418	  203058	  201697	  216011
  205217	  241370	      na	      na	      na	      na

Time [s]: 6840
  122103	  126284	  130141	  126633	  125045	  116794
  116714	  127057	  164025	  154653	  157746	  167109
  162258	  206719	  207793	  213110	  210688	  228944
  209265	  227253	      na	      na	      na	      na

Time [s]: 6900
  110054	  123232	  120771	  127719	  129732	  120275
  117923	  133087	  161117	  165143	  150915	  152082
  169927	  215089	  194057	  212399	  207966	  211925
  210074	  221584	      na	      na	      na	      na

Time [s]: 6960
  113962	  121935	  125726	  133242	  122758	  128234
  124752	  128613	  164748	  152189	  152351	  163979
  179951	  198755	  201305	  201403	  215980	  232023
  207582	  231469	      na	      na	      na	      na

Time [s]: 7020
  113654	  124568	  136418	  129182	  115145	  118228
  115788	  137986	  151404	  161584	  145990	  166142
  182751	  201884	  197051	  214006	  216284	  238488
  207997	  230287	      na	      na	      na	      na

Time [s]: 7080
  114646	  126601	  119929	  133406	  129652	  120317
  121361	  132148	  161012	  150338	  140607	  159924
  185980	  217488	  201091	  216019	  207461	  233049
  199016	  218982	      na	      na	      na	      na

Time [s]: 7140
  120035	  121961	  137244	  127409	  128850	  127895
  112793	  125588	  162040	  169076	  154338	  157222
  172118	  213097	  204521	  202888	  214835	  234320
  220090	  226673	      na	      na	      na	      na

