[Plate: ClarioPilot]
Time [s]: 0
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1509	    1095	    1566	    1518	      na	      na	      na	      na
      na	      na	      na	      na	    1770	    1747	    1796	    1782	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 60
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1552	    1277	    1529	    1482	      na	      na	      na	      na
      na	      na	      na	      na	    1719	    1702	    1747	    1790	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 120
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1527	    1361	    1537	    1449	      na	      na	      na	      na
      na	      na	      na	      na	    1732	    1712	    1766	    1764	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 180
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1426	    1495	    1558	    1452	      na	      na	      na	      na
      na	      na	      na	      na	    1734	    1717	    1775	    1786	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 240
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1433	    1288	    1536	    1465	      na	      na	      na	      na
      na	      na	      na	      na	    1783	    1708	    1775	    1741	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 300
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1456	    1190	    1501	    1441	      na	      na	      na	      na
      na	      na	      na	      na	    1755	    1761	    1752	    1733	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 360
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1408	    1242	    1464	    1403	      na	      na	      na	      na
      na	      na	      na	      na	    1765	    1720	    1805	    1747	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 420
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1478	    1291	    1460	    1364	      na	      na	      na	      na
      na	      na	      na	      na	    1808	    1776	    1795	    1790	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 480
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1428	    1317	    1392	    1392	      na	      na	      na	      na
      na	      na	      na	      na	    1783	    1761	    1771	    1760	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 540
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1370	    1360	    1402	    1334	      na	      na	      na	      na
      na	      na	      na	      na	    1781	    1794	    1762	    1730	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 600
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1424	    1390	    1451	    1344	      na	      na	      na	      na
      na	      na	      na	      na	    1757	    1767	    1825	    1764	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na

Time [s]: 660
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	    1399	    1403	    1440	    1372	      na	      na	      na	      na
      na	      na	      na	      na	    1698	    1784	    1803	    1757	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na	      na
